,host_id,host_is_superhost,neighbourhood,property_type,room_type,accommodates,bathrooms,bathrooms_text,bedrooms,beds,number_of_reviews,review_scores_rating,price
8397,265193861,f,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,2,4.0,$59.00
4916,3590196,t,,Room in boutique hotel,Hotel room,2,,1 private bath,1.0,1.0,62,4.82,$120.00
3863,8776054,f,,Private room in rental unit,Private room,1,,1 shared bath,,1.0,0,,$28.00
13444,16942638,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,2,4.5,$63.00
15017,294265812,f,,Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,1,4.0,$30.00
13811,447375626,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,2 baths,2.0,2.0,1,5.0,$150.00
3317,36607755,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,2 shared baths,1.0,1.0,0,,$29.00
14764,193874212,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,2,4.5,$49.00
5790,12838934,f,,Private room in rental unit,Private room,1,,2 baths,1.0,1.0,1,0.0,$50.00
10767,163379623,f,,Entire home,Entire home/apt,6,,2 baths,3.0,6.0,1,5.0,$15.00
15386,330330852,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,4 baths,4.0,4.0,0,,$763.00
2247,1842754,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,8,5.0,$200.00
697,10911051,f,,Entire home,Entire home/apt,8,,2 baths,4.0,10.0,69,4.18,$200.00
1634,26521943,f,,Entire rental unit,Entire home/apt,6,,1 bath,2.0,3.0,104,4.56,$127.00
3645,6238439,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,4,5.0,$44.00
1485,5947431,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,115,4.77,$175.00
11594,280627266,t,,Entire serviced apartment,Entire home/apt,4,,1.5 baths,2.0,3.0,26,4.96,$134.00
3638,362734677,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,161,4.74,$102.00
7675,268301300,t,,Room in boutique hotel,Private room,2,,1 private bath,1.0,1.0,0,,$140.00
3554,49096561,f,"Barcelona, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,75,4.96,$39.00
4814,158023606,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,10,,4 baths,6.0,7.0,106,4.53,$327.00
3050,7851934,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,38,4.41,$40.00
5093,156880900,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,25,4.32,$48.00
6428,29366913,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,0,,$50.00
12293,434349852,f,"Barcelona, Catalunya, Spain",Room in hotel,Private room,2,,1 private bath,,1.0,5,4.8,$84.00
14261,430348342,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,31,4.71,$42.00
5126,10380563,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,50,4.58,$177.00
13910,121814318,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,1,5.0,$62.00
13980,82631713,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,0,,$975.00
12307,346367515,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,0,,$150.00
201,2556699,f,"Barcelona, Catalonia, Spain",Entire townhouse,Entire home/apt,5,,1.5 baths,2.0,4.0,19,4.72,$180.00
1401,2320210,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,20,4.05,$129.00
2982,79987687,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$35.00
2889,28388457,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,6.0,15,4.6,$130.00
6482,225861350,f,,Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,0,,$80.00
27,340570,t,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,2,,2 baths,1.0,2.0,93,4.74,$200.00
6544,17212381,f,,Entire condo,Entire home/apt,2,,1 bath,1.0,2.0,0,,$90.00
9777,20003337,f,"Barcelona, Catalunya, Spain",Private room in bed and breakfast,Private room,3,,1 shared bath,1.0,2.0,35,4.43,$87.00
1980,31847515,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,2 baths,1.0,1.0,0,,$75.00
9686,297885449,f,,Entire serviced apartment,Entire home/apt,4,,1 bath,2.0,2.0,2,4.5,$64.00
943,4396451,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,1,,1 shared bath,2.0,1.0,0,,$26.00
1552,12617302,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,2.5 shared baths,1.0,1.0,203,4.47,$29.00
14400,271226374,f,,Entire condo,Entire home/apt,6,,2 baths,4.0,6.0,0,,$66.00
11103,55335759,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,40,4.73,$76.00
1983,15681396,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,5,,1 shared bath,2.0,5.0,59,4.17,$40.00
6658,127653461,f,,Entire rental unit,Entire home/apt,4,,2 baths,3.0,3.0,1,5.0,$60.00
14808,394270439,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,4.0,9,3.89,$113.00
13320,268526100,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,30,4.63,$17.00
4118,128959838,f,,Entire rental unit,Entire home/apt,8,,2 baths,3.0,6.0,7,4.57,$229.00
9231,299462,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,4,,1 bath,2.0,2.0,48,4.15,$77.00
4085,62234492,t,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,8,5.0,$40.00
6986,40846212,f,"Barcelona, Catalunya, Spain",Private room in home,Private room,2,,2.5 shared baths,1.0,1.0,89,4.79,$26.00
9137,23100117,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,3.0,4.0,5,4.8,$83.00
7388,220790455,f,,Private room in rental unit,Private room,1,,1 shared bath,3.0,1.0,6,4.5,$31.00
5414,105436815,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,68,4.46,$39.00
4601,148901183,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,4.0,119,4.78,$89.00
4188,62453234,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,5,5.0,$33.00
14281,158023606,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,Half-bath,1.0,2.0,1,4.0,$68.00
2510,297885449,f,,Entire rental unit,Entire home/apt,4,,2 baths,3.0,6.0,1,1.0,$71.00
13860,347777780,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,7,,2 baths,4.0,6.0,0,,$174.00
3138,53444312,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,1,5.0,$9.00
3974,4459553,f,"BARCELONA, city, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,5.0,76,4.34,$289.00
11433,100152046,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,1,4.0,$129.00
1914,30037441,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 bath,1.0,1.0,54,4.89,$30.00
755,1414702,f,,Entire villa,Entire home/apt,8,,3 baths,6.0,13.0,12,4.55,$240.00
11742,47171261,f,,Entire rental unit,Entire home/apt,2,,1 bath,,1.0,33,4.48,$93.00
13033,15065217,t,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,32,5.0,$108.00
4003,4459553,f,"BARCELONA, city, Spain",Entire rental unit,Entire home/apt,4,,2 baths,3.0,6.0,65,4.28,$252.00
13440,460582097,f,,Entire rental unit,Entire home/apt,4,,1.5 baths,3.0,3.0,1,5.0,$67.00
8471,23680065,f,,Private room in rental unit,Private room,1,,1 bath,1.0,1.0,1,5.0,$150.00
3829,10380563,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,82,4.46,$120.00
10333,852380,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1.5 baths,4.0,4.0,0,,$63.00
7484,262461067,f,"Barcelona, CT, Spain",Entire rental unit,Entire home/apt,8,,1.5 baths,4.0,6.0,44,4.45,$139.00
12928,397090058,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,1,5.0,$77.00
9561,4459553,f,"BARCELONA, city, Spain",Entire rental unit,Entire home/apt,6,,1 bath,2.0,4.0,37,4.41,$238.00
2380,8130906,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,65,4.78,$236.00
2114,41807465,f,"Barcelona, Spain",Private room in hostel,Private room,6,,1.5 shared baths,1.0,6.0,16,4.44,$180.00
366,1205494,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,7,,2 baths,3.0,3.0,94,4.56,$118.00
15303,346367515,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,0,,$129.00
7721,9822728,f,,Entire condo,Entire home/apt,3,,1 bath,2.0,1.0,40,4.6,$95.00
9750,33278356,f,,Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,33,4.33,$121.00
6017,41349300,t,"Barcelona, Catalunya, Spain",Private room in condo,Private room,2,,2 shared baths,1.0,1.0,97,4.75,$63.00
4447,138905101,f,,Private room in rental unit,Private room,6,,1 shared bath,3.0,3.0,3,4.0,$80.00
12846,65138270,f,,Entire rental unit,Entire home/apt,9,,2 baths,4.0,4.0,17,4.35,$129.00
3289,41945853,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,4,4.5,$22.00
14766,46530336,f,,Private room in rental unit,Private room,2,,1.5 baths,1.0,1.0,1,5.0,$100.00
14630,460530913,f,,Private room in home,Private room,2,,1 shared bath,1.0,2.0,0,,$18.00
4658,2509252,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,2.0,4.0,159,4.46,$147.00
9125,6074635,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,0,,$55.00
8927,326433330,f,"Barcelona, Catalonia, Spain",Private room in rental unit,Private room,2,,1 bath,1.0,,0,,$49.00
11268,175128252,f,,Room in hotel,Private room,2,,1 private bath,,1.0,0,,"$1,490.00"
12889,24365891,t,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,8,,3 baths,4.0,6.0,23,4.87,$118.00
2325,5166127,f,,Private room in rental unit,Private room,2,,1 bath,1.0,2.0,0,,$60.00
1345,3744544,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,1.0,128,4.6,$78.00
5392,2273094,f,,Private room in rental unit,Private room,3,,1 shared bath,2.0,2.0,0,,$180.00
10363,34237264,f,,Private room in condo,Private room,1,,1 shared bath,1.0,1.0,2,5.0,$20.00
15684,28388457,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,4.0,0,,$225.00
14772,339646588,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,6,3.83,$28.00
10646,250042982,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,3.0,3,5.0,$75.00
6532,227618545,f,"Sant Adrià de Besòs, Spain",Boat,Entire home/apt,4,,1 bath,2.0,,81,4.27,$33.00
6023,5614931,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,3,,1 bath,2.0,2.0,48,4.71,$197.00
15023,384700235,t,,Private room in loft,Private room,2,,1 shared bath,1.0,1.0,1,5.0,$53.00
9449,192697619,f,"Barcelona, Catalonia, Spain",Private room in bed and breakfast,Private room,2,,1 bath,1.0,2.0,0,,$97.00
270,4313721,f,,Entire rental unit,Entire home/apt,7,,2 baths,3.0,7.0,238,4.22,$129.00
171,1432835,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,4.0,280,4.64,$126.00
962,11104800,t,"Barcelona, Catalonia, Spain",Entire loft,Entire home/apt,2,,1 bath,1.0,1.0,526,4.92,$115.00
12726,447208197,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,2,,1 private bath,1.0,1.0,0,,$67.00
9412,336505575,f,,Private room in rental unit,Private room,2,,3 shared baths,1.0,1.0,0,,$17.00
6015,168091065,t,,Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,2,5.0,$64.00
1171,396363,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,20,4.05,$115.00
3698,20765279,f,,Private room in rental unit,Private room,1,,1 private bath,1.0,1.0,0,,$40.00
2962,73764866,f,,Private room in home,Private room,2,,1 bath,1.0,1.0,1,5.0,$90.00
4706,151637037,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,7,,1 bath,4.0,6.0,25,4.8,$107.00
713,11043739,f,,Entire loft,Entire home/apt,2,,1 bath,1.0,2.0,368,4.88,$99.00
8416,171317914,f,,Private room in rental unit,Private room,2,,1.5 shared baths,2.0,2.0,2,5.0,$30.00
5870,131028869,t,"Barcelona, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,5.0,196,4.96,$236.00
9279,263406860,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,4.0,47,4.7,$140.00
4854,160922996,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,111,4.57,$39.00
6828,5264883,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,0,,$85.00
1381,20790978,f,,Entire rental unit,Entire home/apt,6,,1 bath,3.0,5.0,28,4.25,$286.00
6041,27514370,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,1.0,2.0,3,5.0,$53.00
10949,44774469,f,,Entire condo,Entire home/apt,4,,1 bath,3.0,4.0,82,4.65,$81.00
13648,463275370,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 shared bath,1.0,1.0,15,4.67,$60.00
7116,247597015,f,"Barcelona, Catalunya, Spain",Room in hotel,Hotel room,6,,1 private bath,1.0,5.0,8,4.13,$106.00
2531,56472278,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,156,4.17,$44.00
3392,47992528,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,2,3.5,$400.00
3954,1391607,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,132,4.51,$102.00
2421,8130906,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,76,4.79,$269.00
532,6759262,t,,Entire home,Entire home/apt,6,,2 baths,3.0,3.0,278,4.82,$146.00
1106,6092480,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,470,4.85,$119.00
5428,184091623,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,2.0,2.0,42,4.83,$81.00
10775,163379623,f,,Entire home,Entire home/apt,8,,2 baths,4.0,8.0,0,,$15.00
2591,1783657,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,51,4.75,$70.00
14648,429922229,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,3,,1 private bath,1.0,2.0,18,4.61,$54.00
15643,394998732,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,1,5.0,$60.00
6551,214676718,f,,Entire rental unit,Entire home/apt,5,,2 baths,3.0,3.0,23,4.57,$150.00
5306,36785559,f,,Private room in rental unit,Private room,2,,2 baths,1.0,1.0,9,4.63,$75.00
5358,61360206,t,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,4.0,49,4.94,$320.00
1205,14120404,t,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,3.0,329,4.7,$144.00
13902,2320210,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,4.0,0,,$175.00
9613,299462,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,3.0,2,4.5,$100.00
3262,89479343,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,51,4.59,$59.00
2834,71851332,t,"Barcelona, Spain",Entire rental unit,Entire home/apt,10,,3 baths,5.0,8.0,43,4.86,$625.00
9001,330163616,f,,Private room in rental unit,Private room,2,,1 shared bath,1.0,,0,,$150.00
9314,265193861,f,,Entire rental unit,Entire home/apt,6,,1 bath,4.0,6.0,0,,$86.00
8230,5432336,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,8,,2 baths,2.0,6.0,71,4.25,$62.00
8948,1447144,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,3.0,4.0,1,4.0,$140.00
13357,447375626,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,1,4.0,$97.00
12200,308685811,f,"Barcelona, Catalunya, Spain",Private room in hostel,Private room,4,,1 shared bath,1.0,2.0,0,,$112.00
1214,4212095,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,6,,2 baths,4.0,6.0,206,4.56,$207.00
2180,1447144,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,0,,$130.00
13598,447375626,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,2 baths,2.0,2.0,2,5.0,$206.00
11147,175128252,f,,Room in hotel,Private room,2,,1 private bath,1.0,1.0,0,,"$1,490.00"
7979,282467993,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1.5 shared baths,1.0,1.0,1,5.0,$90.00
1143,13441962,t,,Entire loft,Entire home/apt,2,,1 bath,1.0,1.0,88,4.76,$115.00
4802,158023606,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,4,,1 bath,2.0,2.0,104,4.54,$105.00
15649,280611660,f,,Entire rental unit,Entire home/apt,5,,1 bath,2.0,4.0,1,3.0,$71.00
3656,10702837,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,29,4.9,$95.00
9315,265193861,f,,Entire rental unit,Entire home/apt,6,,1 bath,4.0,6.0,0,,$110.00
12246,10704,f,"Barcelona, Catalunya, Spain",Entire serviced apartment,Entire home/apt,2,,1 bath,1.0,1.0,0,,$90.00
8717,47171261,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,2.0,3,4.0,$111.00
9345,183340,f,,Entire rental unit,Entire home/apt,4,,2 baths,2.0,4.0,1,4.0,$106.00
5929,194229020,f,"Barcelona, Catalonia, Spain",Room in boutique hotel,Private room,3,,1 private bath,1.0,2.0,189,4.74,$117.00
3269,80649742,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 bath,1.0,1.0,22,4.77,$47.00
4577,152426004,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,1 private bath,1.0,1.0,0,,$30.00
343,3193594,f,,Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,3,5.0,$120.00
9391,5543127,f,"Barcelona, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,12,4.67,$85.00
5755,197980176,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,1,5.0,$54.00
6538,5655546,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,1 bath,3.0,3.0,39,4.29,$121.00
3965,116797836,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,5,,1 bath,2.0,3.0,96,4.31,$105.00
10419,80476106,f,"Barcelona, Catalunya, Spain",Entire condo,Entire home/apt,6,,2 baths,3.0,3.0,7,4.71,$87.00
6162,210452060,f,,Room in hotel,Hotel room,1,,1 private bath,1.0,1.0,1,5.0,$118.00
9938,361910614,f,"Barcelona, Catalunya, Spain",Room in boutique hotel,Private room,2,,1 private bath,1.0,1.0,161,4.76,$63.00
14141,396363,f,,Entire rental unit,Entire home/apt,6,,1 bath,3.0,5.0,0,,$112.00
11984,480528,f,,Entire rental unit,Entire home/apt,7,,2 baths,3.0,6.0,15,4.33,$214.00
13596,396363,f,,Entire rental unit,Entire home/apt,6,,3 baths,3.0,5.0,0,,$145.00
6383,218891011,f,,Private room in rental unit,Private room,1,,1 shared bath,1.0,1.0,3,5.0,$30.00
15370,1391607,f,,Entire rental unit,Entire home/apt,6,,2 baths,4.0,4.0,2,4.0,$72.00
14107,250042982,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,2 baths,2.0,2.0,1,3.0,$57.00
13573,193874212,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,1,,1 bath,1.0,1.0,0,,$39.00
5328,175453328,f,"Barcelona, Spain",Room in boutique hotel,Private room,2,,1 bath,,,1,5.0,$104.00
15629,487269033,f,,Entire loft,Entire home/apt,6,,3 baths,3.0,3.0,0,,$612.00
7004,10704,f,"Eixample, Barcelona, Spain",Entire rental unit,Entire home/apt,6,,2 baths,3.0,4.0,82,4.84,$227.00
1305,5543127,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,4,,1 bath,1.0,2.0,252,4.64,$140.00
3793,36607755,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,2,,11 shared baths,1.0,1.0,0,,$29.00
14901,223163184,f,,Entire condo,Entire home/apt,4,,1 bath,2.0,3.0,14,4.57,$102.00
9648,157746231,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,3.0,1,1.0,$55.00
8059,265193861,f,,Entire rental unit,Entire home/apt,3,,1 bath,2.0,3.0,0,,$68.00
7016,237361817,f,,Room in hostel,Hotel room,10,,0 shared baths,1.0,10.0,4,4.0,$23.00
15167,470328763,f,,Private room in hostel,Private room,2,,1 private bath,1.0,1.0,2,2.5,$42.00
7613,1391607,f,"Barcelona, Catalonia, Spain",Entire rental unit,Entire home/apt,5,,1 bath,3.0,3.0,2,4.5,$160.00
4646,79500346,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,2 shared baths,1.0,1.0,5,4.8,$16.00
7137,247597015,f,"Barcelona, Catalunya, Spain",Room in hotel,Hotel room,2,,1 private bath,1.0,1.0,1,5.0,$156.00
9935,361982147,f,,Private room in rental unit,Private room,1,,1.5 shared baths,1.0,1.0,1,2.0,$19.00
9692,335547158,f,,Private room in rental unit,Private room,2,,1 bath,1.0,1.0,0,,$33.00
9380,5843487,t,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1.5 baths,1.0,1.0,1,5.0,$52.00
11389,396363,f,,Entire rental unit,Entire home/apt,6,,1 bath,3.0,5.0,10,4.1,$123.00
9208,337054444,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,2.0,6,4.83,$43.00
11921,428498747,f,,Room in hotel,Private room,2,,1 private bath,,,26,4.5,$80.00
12347,434893527,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,6,,1 bath,3.0,5.0,13,3.85,$103.00
14259,299462,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,3,,2 baths,2.0,2.0,0,,$92.00
13681,464525381,f,,Private room in bed and breakfast,Private room,5,,1.5 shared baths,1.0,4.0,5,4.2,$120.00
10343,346367515,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,2,,1 bath,1.0,1.0,0,,$143.00
7875,21948079,f,"Barcelona, Catalunya, Spain",Private room in rental unit,Private room,1,,1.5 shared baths,1.0,3.0,0,,$20.00
3201,83548422,f,"Barcelona, Catalunya, Spain",Entire rental unit,Entire home/apt,4,,1 bath,3.0,3.0,9,4.88,$99.00
8463,49896352,f,,Entire rental unit,Entire home/apt,5,,1 bath,3.0,4.0,7,4.43,$54.00
